,0
累积净值,0.79
年化收益,-25.48%
最大回撤,-68.34%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.37
盈利周期数,3582.0
亏损周期数,3305.0
胜率,52.00%
每周期平均收益,0.00%
盈亏收益比,0.92
单周期最大盈利,6.39%
单周期大亏损,-11.14%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.90%
