candle_begin_time,涨跌幅
2024-11-30,29.01%
2024-12-31,-5.16%
2025-01-31,-10.37%
2025-02-28,-17.73%
2025-03-31,-17.2%
2025-04-30,8.72%
2025-05-31,-3.24%
2025-06-30,-9.83%
2025-07-31,23.12%
2025-08-31,7.49%
2025-09-30,-0.26%
