,0
累积净值,0.94
年化收益,-8.14%
最大回撤,-64.91%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.13
盈利周期数,3601.0
亏损周期数,3286.0
胜率,52.28%
每周期平均收益,0.00%
盈亏收益比,0.92
单周期最大盈利,6.32%
单周期大亏损,-10.52%
最大连续盈利周期数,13.0
最大连续亏损周期数,13.0
收益率标准差,0.87%
