candle_begin_time,涨跌幅
2024-11-30,32.8%
2024-12-31,-70.36%
2025-01-31,-64.88%
2025-02-28,116.77%
2025-03-31,-6.83%
2025-04-30,54.68%
2025-05-31,-26.03%
2025-06-30,16.41%
2025-07-31,-11.78%
2025-08-31,624.99%
2025-09-30,-20.02%
