,0
累积净值,0.77
年化收益,-28.40%
最大回撤,-67.46%
最大回撤开始时间,2024-12-13 19:00:00
最大回撤结束时间,2025-04-16 17:00:00
年化收益/回撤比,-0.42
盈利周期数,3556.0
亏损周期数,3331.0
胜率,51.63%
每周期平均收益,0.00%
盈亏收益比,0.94
单周期最大盈利,8.29%
单周期大亏损,-10.47%
最大连续盈利周期数,9.0
最大连续亏损周期数,14.0
收益率标准差,0.87%
