candle_begin_time,涨跌幅
2024-11-30,32.25%
2024-12-31,-7.26%
2025-01-31,-10.73%
2025-02-28,-19.92%
2025-03-31,-17.95%
2025-04-30,7.67%
2025-05-31,-4.45%
2025-06-30,-11.03%
2025-07-31,23.9%
2025-08-31,5.39%
2025-09-30,-0.35%
