candle_begin_time,涨跌幅
2024-11-30,-0.21%
2024-12-31,4.38%
2025-01-31,5.38%
2025-02-28,1.69%
2025-03-31,-7.57%
2025-04-30,-4.4%
2025-05-31,-5.01%
2025-06-30,-8.35%
2025-07-31,3.21%
2025-08-31,5.08%
2025-09-30,-0.86%
