,0
累积净值,0.84
年化收益,-20.23%
最大回撤,-66.83%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-07-05 18:00:00
年化收益/回撤比,-0.3
盈利周期数,3552.0
亏损周期数,3335.0
胜率,51.57%
每周期平均收益,0.00%
盈亏收益比,0.94
单周期最大盈利,5.69%
单周期大亏损,-10.91%
最大连续盈利周期数,10.0
最大连续亏损周期数,10.0
收益率标准差,0.89%
