candle_begin_time,涨跌幅
2024-11-30,8.26%
2024-12-31,5.23%
2025-01-31,-8.34%
2025-02-28,9.43%
2025-03-31,-7.33%
2025-04-30,-8.61%
2025-05-31,-8.98%
2025-06-30,-8.38%
2025-07-31,-1.15%
2025-08-31,1.63%
2025-09-30,-0.73%
