candle_begin_time,涨跌幅
2024-11-30,-17.64%
2024-12-31,-63.01%
2025-01-31,-67.88%
2025-02-28,59.13%
2025-03-31,-5.24%
2025-04-30,-67.99%
2025-05-31,78.6%
2025-06-30,-7.8%
2025-07-31,106.75%
2025-08-31,316.67%
2025-09-30,-15.33%
