candle_begin_time,涨跌幅
2024-11-30,-2.22%
2024-12-31,16.29%
2025-01-31,0.17%
2025-02-28,9.77%
2025-03-31,4.89%
2025-04-30,-16.13%
2025-05-31,-5.55%
2025-06-30,-2.48%
2025-07-31,8.27%
2025-08-31,5.88%
2025-09-30,0.19%
