,0
累积净值,1.16
年化收益,21.27%
最大回撤,-26.26%
最大回撤开始时间,2025-03-18 21:00:00
最大回撤结束时间,2025-07-18 05:00:00
年化收益/回撤比,0.81
盈利周期数,3433.0
亏损周期数,3454.0
胜率,49.84%
每周期平均收益,0.00%
盈亏收益比,1.04
单周期最大盈利,4.59%
单周期大亏损,-4.82%
最大连续盈利周期数,10.0
最大连续亏损周期数,16.0
收益率标准差,0.27%
