,0
累积净值,0.69
年化收益,-37.07%
最大回撤,-67.88%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-06-22 21:00:00
年化收益/回撤比,-0.55
盈利周期数,3553.0
亏损周期数,3334.0
胜率,51.58%
每周期平均收益,-0.00%
盈亏收益比,0.93
单周期最大盈利,6.35%
单周期大亏损,-10.62%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.85%
