candle_begin_time,涨跌幅
2024-11-30,-5.38%
2024-12-31,2.54%
2025-01-31,-73.23%
2025-02-28,100.73%
2025-03-31,46.63%
2025-04-30,22.63%
2025-05-31,-31.74%
2025-06-30,-25.17%
2025-07-31,30.5%
2025-08-31,4.62%
2025-09-30,27.36%
