candle_begin_time,涨跌幅
2024-11-30,-10.26%
2024-12-31,2.03%
2025-01-31,3.87%
2025-02-28,11.76%
2025-03-31,-3.03%
2025-04-30,5.85%
2025-05-31,-8.27%
2025-06-30,0.21%
2025-07-31,3.9%
2025-08-31,6.0%
2025-09-30,-0.78%
