,0
累积净值,1.1
年化收益,12.34%
最大回撤,-13.63%
最大回撤开始时间,2024-11-21 11:00:00
最大回撤结束时间,2024-12-18 20:00:00
年化收益/回撤比,0.91
盈利周期数,3469.0
亏损周期数,3418.0
胜率,50.36%
每周期平均收益,0.00%
盈亏收益比,1.01
单周期最大盈利,2.15%
单周期大亏损,-2.15%
最大连续盈利周期数,11.0
最大连续亏损周期数,12.0
收益率标准差,0.21%
