candle_begin_time,涨跌幅
2024-11-30,6.34%
2024-12-31,10.28%
2025-01-31,-9.79%
2025-02-28,0.42%
2025-03-31,-5.44%
2025-04-30,-10.49%
2025-05-31,-4.93%
2025-06-30,-9.17%
2025-07-31,-1.05%
2025-08-31,6.3%
2025-09-30,-0.64%
