candle_begin_time,涨跌幅
2024-11-30,32.46%
2024-12-31,21.62%
2025-01-31,-12.55%
2025-02-28,-15.79%
2025-03-31,-21.46%
2025-04-30,3.96%
2025-05-31,-4.38%
2025-06-30,-9.8%
2025-07-31,18.77%
2025-08-31,7.66%
2025-09-30,-0.03%
