,0
累积净值,0.82
年化收益,-22.60%
最大回撤,-66.96%
最大回撤开始时间,2024-12-08 23:00:00
最大回撤结束时间,2025-04-07 06:00:00
年化收益/回撤比,-0.34
盈利周期数,3572.0
亏损周期数,3315.0
胜率,51.86%
每周期平均收益,0.00%
盈亏收益比,0.93
单周期最大盈利,6.41%
单周期大亏损,-10.93%
最大连续盈利周期数,10.0
最大连续亏损周期数,13.0
收益率标准差,0.89%
