,0
累积净值,0.72
年化收益,-33.72%
最大回撤,-70.69%
最大回撤开始时间,2024-12-13 17:00:00
最大回撤结束时间,2025-07-05 18:00:00
年化收益/回撤比,-0.48
盈利周期数,3538.0
亏损周期数,3349.0
胜率,51.36%
每周期平均收益,-0.00%
盈亏收益比,0.94
单周期最大盈利,6.11%
单周期大亏损,-10.71%
最大连续盈利周期数,10.0
最大连续亏损周期数,9.0
收益率标准差,0.89%
