candle_begin_time,涨跌幅
2024-11-30,-4.42%
2024-12-31,-0.34%
2025-01-31,3.46%
2025-02-28,2.31%
2025-03-31,-2.48%
2025-04-30,7.6%
2025-05-31,-6.15%
2025-06-30,2.81%
2025-07-31,4.25%
2025-08-31,4.77%
2025-09-30,0.44%
