candle_begin_time,涨跌幅
2024-11-30,28.02%
2024-12-31,13.8%
2025-01-31,-17.05%
2025-02-28,-17.16%
2025-03-31,-19.56%
2025-04-30,-6.57%
2025-05-31,-9.67%
2025-06-30,-13.83%
2025-07-31,17.6%
2025-08-31,6.58%
2025-09-30,-0.23%
