,0
累积净值,0.73
年化收益,-32.71%
最大回撤,-69.54%
最大回撤开始时间,2024-12-15 14:00:00
最大回撤结束时间,2025-07-05 18:00:00
年化收益/回撤比,-0.47
盈利周期数,3573.0
亏损周期数,3314.0
胜率,51.87%
每周期平均收益,-0.00%
盈亏收益比,0.93
单周期最大盈利,5.96%
单周期大亏损,-11.22%
最大连续盈利周期数,13.0
最大连续亏损周期数,14.0
收益率标准差,0.88%
