candle_begin_time,涨跌幅
2024-11-30,30.72%
2024-12-31,-6.26%
2025-01-31,-11.82%
2025-02-28,-21.91%
2025-03-31,-18.73%
2025-04-30,4.26%
2025-05-31,-6.76%
2025-06-30,-10.53%
2025-07-31,19.1%
2025-08-31,5.63%
2025-09-30,-0.36%
