candle_begin_time,涨跌幅
2024-11-30,0.33%
2024-12-31,-4.47%
2025-01-31,2.61%
2025-02-28,-0.68%
2025-03-31,0.49%
2025-04-30,7.34%
2025-05-31,-3.62%
2025-06-30,1.95%
2025-07-31,5.38%
2025-08-31,-3.62%
2025-09-30,0.08%
