,0
累积净值,3.7
年化收益,427.98%
最大回撤,-86.40%
最大回撤开始时间,2024-12-02 02:00:00
最大回撤结束时间,2025-02-03 01:00:00
年化收益/回撤比,4.95
盈利周期数,3272.0
亏损周期数,3615.0
胜率,47.50%
每周期平均收益,0.05%
盈亏收益比,1.19
单周期最大盈利,61.20%
单周期大亏损,-34.51%
最大连续盈利周期数,14.0
最大连续亏损周期数,10.0
收益率标准差,2.52%
