candle_begin_time,涨跌幅
2024-11-30,28.55%
2024-12-31,19.4%
2025-01-31,-17.34%
2025-02-28,-23.88%
2025-03-31,-17.45%
2025-04-30,-3.12%
2025-05-31,-7.83%
2025-06-30,-13.22%
2025-07-31,17.44%
2025-08-31,8.18%
2025-09-30,0.07%
