candle_begin_time,涨跌幅
2024-11-30,33.95%
2024-12-31,-4.52%
2025-01-31,-13.01%
2025-02-28,-20.54%
2025-03-31,-20.79%
2025-04-30,8.97%
2025-05-31,-7.26%
2025-06-30,-9.88%
2025-07-31,18.7%
2025-08-31,7.13%
2025-09-30,-0.36%
