candle_begin_time,涨跌幅
2024-11-30,-4.59%
2024-12-31,8.2%
2025-01-31,-0.87%
2025-02-28,7.27%
2025-03-31,3.39%
2025-04-30,-1.89%
2025-05-31,-3.49%
2025-06-30,1.69%
2025-07-31,2.36%
2025-08-31,1.91%
2025-09-30,-0.45%
