candle_begin_time,涨跌幅
2024-11-30,14.81%
2024-12-31,84.11%
2025-01-31,3.12%
2025-02-28,50.44%
2025-03-31,3.8%
2025-04-30,12.02%
2025-05-31,-1.39%
2025-06-30,158.91%
2025-07-31,-36.06%
2025-08-31,130.34%
2025-09-30,49.09%
