candle_begin_time,涨跌幅
2025-01-31,18.74%
2025-02-28,9.76%
2025-03-31,6.27%
2025-04-30,6.66%
2025-05-31,-0.46%
2025-06-30,2.32%
2025-07-31,-2.24%
2025-08-31,4.07%
2025-09-30,0.46%
