candle_begin_time,涨跌幅
2024-11-30,3.03%
2024-12-31,0.3%
2025-01-31,-1.58%
2025-02-28,13.6%
2025-03-31,-6.77%
2025-04-30,6.44%
2025-05-31,-2.67%
2025-06-30,4.61%
2025-07-31,5.25%
2025-08-31,6.32%
2025-09-30,-0.15%
